Census Year,Measure,Area Unit,Area Unit Code,Value,Value Unit,Value Label,Null Reason
2006,Median household income ($),Whangamomona,Whangamomona,28300,nzd,NZD,
2013,Median household income ($),Whangamomona,Whangamomona,26300,nzd,NZD,
2001,Median household income ($),Douglas,Douglas,50300,nzd,NZD,
2006,Median household income ($),Douglas,Douglas,55000,nzd,NZD,
2013,Median household income ($),Douglas,Douglas,65700,nzd,NZD,
2001,Median household income ($),Toko,Toko,55700,nzd,NZD,
2006,Median household income ($),Toko,Toko,57500,nzd,NZD,
2013,Median household income ($),Toko,Toko,66300,nzd,NZD,
2001,Median household income ($),Pembroke,Pembroke,53900,nzd,NZD,
2006,Median household income ($),Pembroke,Pembroke,60000,nzd,NZD,
2013,Median household income ($),Pembroke,Pembroke,68200,nzd,NZD,
2001,Median household income ($),Stratford West,Stratford West,28800,nzd,NZD,
2006,Median household income ($),Stratford West,Stratford West,36300,nzd,NZD,
2013,Median household income ($),Stratford West,Stratford West,44700,nzd,NZD,
2001,Median household income ($),Stratford East,Stratford East,28800,nzd,NZD,
2006,Median household income ($),Stratford East,Stratford East,34200,nzd,NZD,
2013,Median household income ($),Stratford East,Stratford East,46500,nzd,NZD,
2001,Median household income ($),Opunake,Opunake,26500,nzd,NZD,
2006,Median household income ($),Opunake,Opunake,31800,nzd,NZD,
2013,Median household income ($),Opunake,Opunake,41200,nzd,NZD,
2001,Median household income ($),Rahotu,Rahotu,37000,nzd,NZD,
2006,Median household income ($),Rahotu,Rahotu,38300,nzd,NZD,
2013,Median household income ($),Rahotu,Rahotu,46000,nzd,NZD,
2001,Median household income ($),Kahui,Kahui,48800,nzd,NZD,
2006,Median household income ($),Kahui,Kahui,53200,nzd,NZD,
2013,Median household income ($),Kahui,Kahui,64100,nzd,NZD,
2001,Median household income ($),Kaponga,Kaponga,26300,nzd,NZD,
2006,Median household income ($),Kaponga,Kaponga,34200,nzd,NZD,
2013,Median household income ($),Kaponga,Kaponga,42500,nzd,NZD,
2001,Median household income ($),Mangatoki-Moeroa,Mangatoki-Moeroa,56600,nzd,NZD,
2006,Median household income ($),Mangatoki-Moeroa,Mangatoki-Moeroa,60900,nzd,NZD,
2013,Median household income ($),Mangatoki-Moeroa,Mangatoki-Moeroa,72800,nzd,NZD,
2001,Median household income ($),Eltham,Eltham,29800,nzd,NZD,
2006,Median household income ($),Eltham,Eltham,37000,nzd,NZD,
2013,Median household income ($),Eltham,Eltham,46400,nzd,NZD,
2001,Median household income ($),Kapuni,Kapuni,67700,nzd,NZD,
2006,Median household income ($),Kapuni,Kapuni,63500,nzd,NZD,
2013,Median household income ($),Kapuni,Kapuni,73900,nzd,NZD,
2001,Median household income ($),Manaia,Manaia,27900,nzd,NZD,
2006,Median household income ($),Manaia,Manaia,34300,nzd,NZD,
2013,Median household income ($),Manaia,Manaia,38800,nzd,NZD,
2001,Median household income ($),Normanby,Normanby,39500,nzd,NZD,
2006,Median household income ($),Normanby,Normanby,49500,nzd,NZD,
2013,Median household income ($),Normanby,Normanby,59400,nzd,NZD,
2001,Median household income ($),Hawera North,Hawera North,35900,nzd,NZD,
2006,Median household income ($),Hawera North,Hawera North,43500,nzd,NZD,
2013,Median household income ($),Hawera North,Hawera North,57200,nzd,NZD,
2001,Median household income ($),Hawera South,Hawera South,34300,nzd,NZD,
2006,Median household income ($),Hawera South,Hawera South,41700,nzd,NZD,
2013,Median household income ($),Hawera South,Hawera South,51000,nzd,NZD,
2001,Median household income ($),Ohawe Beach,Ohawe Beach,49300,nzd,NZD,
2006,Median household income ($),Ohawe Beach,Ohawe Beach,58200,nzd,NZD,
2013,Median household income ($),Ohawe Beach,Ohawe Beach,76200,nzd,NZD,
2001,Median household income ($),Tawhiti,Tawhiti,58500,nzd,NZD,
2006,Median household income ($),Tawhiti,Tawhiti,65500,nzd,NZD,
2013,Median household income ($),Tawhiti,Tawhiti,77900,nzd,NZD,
2001,Median household income ($),Waingongoro,Waingongoro,56000,nzd,NZD,
2006,Median household income ($),Waingongoro,Waingongoro,60000,nzd,NZD,
2013,Median household income ($),Waingongoro,Waingongoro,85000,nzd,NZD,
2001,Median household income ($),Hawera West,Hawera West,56100,nzd,NZD,
2006,Median household income ($),Hawera West,Hawera West,62900,nzd,NZD,
2013,Median household income ($),Hawera West,Hawera West,76000,nzd,NZD,
2001,Median household income ($),Ohangai,Ohangai,48600,nzd,NZD,
2006,Median household income ($),Ohangai,Ohangai,52000,nzd,NZD,
2013,Median household income ($),Ohangai,Ohangai,70400,nzd,NZD,
2001,Median household income ($),Okaiawa,Okaiawa,48800,nzd,NZD,
2006,Median household income ($),Okaiawa,Okaiawa,57000,nzd,NZD,
2013,Median household income ($),Okaiawa,Okaiawa,69300,nzd,NZD,
2001,Median household income ($),Waitotara,Waitotara,35000,nzd,NZD,
2006,Median household income ($),Waitotara,Waitotara,36300,nzd,NZD,
2013,Median household income ($),Waitotara,Waitotara,35800,nzd,NZD,
2001,Median household income ($),Whenuakura,Whenuakura,46500,nzd,NZD,
2006,Median household income ($),Whenuakura,Whenuakura,60600,nzd,NZD,
2013,Median household income ($),Whenuakura,Whenuakura,65000,nzd,NZD,
2001,Median household income ($),Makakaho,Makakaho,34600,nzd,NZD,
2006,Median household income ($),Makakaho,Makakaho,45500,nzd,NZD,
2013,Median household income ($),Makakaho,Makakaho,55000,nzd,NZD,
2001,Median household income ($),Patea,Patea,18800,nzd,NZD,
2006,Median household income ($),Patea,Patea,23100,nzd,NZD,
2013,Median household income ($),Patea,Patea,29800,nzd,NZD,
2001,Median household income ($),Waverley,Waverley,25800,nzd,NZD,
2006,Median household income ($),Waverley,Waverley,27500,nzd,NZD,
2013,Median household income ($),Waverley,Waverley,33900,nzd,NZD,
2001,Median household income ($),Tangiwai,Tangiwai,38400,nzd,NZD,
2006,Median household income ($),Tangiwai,Tangiwai,47500,nzd,NZD,
2013,Median household income ($),Tangiwai,Tangiwai,57100,nzd,NZD,
2001,Median household income ($),Ohakune,Ohakune,36800,nzd,NZD,
2006,Median household income ($),Ohakune,Ohakune,50400,nzd,NZD,
2013,Median household income ($),Ohakune,Ohakune,49000,nzd,NZD,
2001,Median household income ($),Raetihi,Raetihi,29700,nzd,NZD,
2006,Median household income ($),Raetihi,Raetihi,38100,nzd,NZD,
2013,Median household income ($),Raetihi,Raetihi,42500,nzd,NZD,
2001,Median household income ($),Otamatea,Otamatea,49400,nzd,NZD,
2006,Median household income ($),Otamatea,Otamatea,57700,nzd,NZD,
2013,Median household income ($),Otamatea,Otamatea,68600,nzd,NZD,
2001,Median household income ($),Blueskin,Blueskin,49700,nzd,NZD,
2006,Median household income ($),Blueskin,Blueskin,57800,nzd,NZD,
2013,Median household income ($),Blueskin,Blueskin,72700,nzd,NZD,
2001,Median household income ($),Maxwell,Maxwell,43400,nzd,NZD,
2006,Median household income ($),Maxwell,Maxwell,55600,nzd,NZD,
2013,Median household income ($),Maxwell,Maxwell,65300,nzd,NZD,
2001,Median household income ($),Castlecliff North,Castlecliff North,25400,nzd,NZD,
2006,Median household income ($),Castlecliff North,Castlecliff North,29900,nzd,NZD,
2013,Median household income ($),Castlecliff North,Castlecliff North,34900,nzd,NZD,
2001,Median household income ($),Castlecliff South,Castlecliff South,27100,nzd,NZD,
2006,Median household income ($),Castlecliff South,Castlecliff South,29400,nzd,NZD,
2013,Median household income ($),Castlecliff South,Castlecliff South,40400,nzd,NZD,
2001,Median household income ($),Mosston,Mosston,25800,nzd,NZD,
2006,Median household income ($),Mosston,Mosston,30800,nzd,NZD,
2013,Median household income ($),Mosston,Mosston,37900,nzd,NZD,
2001,Median household income ($),Balgownie,Balgownie,23300,nzd,NZD,
2006,Median household income ($),Balgownie,Balgownie,21700,nzd,NZD,
2013,Median household income ($),Balgownie,Balgownie,32500,nzd,NZD,
2001,Median household income ($),Tawhero,Tawhero,29900,nzd,NZD,
2006,Median household income ($),Tawhero,Tawhero,36900,nzd,NZD,
2013,Median household income ($),Tawhero,Tawhero,43300,nzd,NZD,
2001,Median household income ($),Gonville South,Gonville South,27000,nzd,NZD,
2006,Median household income ($),Gonville South,Gonville South,34300,nzd,NZD,
2013,Median household income ($),Gonville South,Gonville South,43500,nzd,NZD,
2001,Median household income ($),Gonville East,Gonville East,26500,nzd,NZD,
2006,Median household income ($),Gonville East,Gonville East,34300,nzd,NZD,
2013,Median household income ($),Gonville East,Gonville East,41000,nzd,NZD,
2001,Median household income ($),Gonville West,Gonville West,18200,nzd,NZD,
2006,Median household income ($),Gonville West,Gonville West,22900,nzd,NZD,
2013,Median household income ($),Gonville West,Gonville West,28000,nzd,NZD,
2001,Median household income ($),Springvale West,Springvale West,30600,nzd,NZD,
2006,Median household income ($),Springvale West,Springvale West,36900,nzd,NZD,
2013,Median household income ($),Springvale West,Springvale West,47200,nzd,NZD,
2001,Median household income ($),Springvale East,Springvale East,29100,nzd,NZD,
2006,Median household income ($),Springvale East,Springvale East,38000,nzd,NZD,
2013,Median household income ($),Springvale East,Springvale East,50600,nzd,NZD,
2001,Median household income ($),Wanganui Collegiate,Wanganui Collegiate,31300,nzd,NZD,
2006,Median household income ($),Wanganui Collegiate,Wanganui Collegiate,38800,nzd,NZD,
2013,Median household income ($),Wanganui Collegiate,Wanganui Collegiate,46700,nzd,NZD,
2001,Median household income ($),Laird Park,Laird Park,21300,nzd,NZD,
2006,Median household income ($),Laird Park,Laird Park,26200,nzd,NZD,
2013,Median household income ($),Laird Park,Laird Park,32400,nzd,NZD,
2001,Median household income ($),Wanganui Central,Wanganui Central,18200,nzd,NZD,
2006,Median household income ($),Wanganui Central,Wanganui Central,22600,nzd,NZD,
2013,Median household income ($),Wanganui Central,Wanganui Central,26900,nzd,NZD,
2001,Median household income ($),Spriggens Park,Spriggens Park,31300,nzd,NZD,
2006,Median household income ($),Spriggens Park,Spriggens Park,30300,nzd,NZD,
2013,Median household income ($),Spriggens Park,Spriggens Park,39200,nzd,NZD,
2001,Median household income ($),Cooks Gardens,Cooks Gardens,26700,nzd,NZD,
2006,Median household income ($),Cooks Gardens,Cooks Gardens,38300,nzd,NZD,
2013,Median household income ($),Cooks Gardens,Cooks Gardens,43300,nzd,NZD,
2001,Median household income ($),St Johns Hill,St Johns Hill,47600,nzd,NZD,
2006,Median household income ($),St Johns Hill,St Johns Hill,56400,nzd,NZD,
2013,Median household income ($),St Johns Hill,St Johns Hill,58100,nzd,NZD,
2001,Median household income ($),Lower Aramoho,Lower Aramoho,26000,nzd,NZD,
2006,Median household income ($),Lower Aramoho,Lower Aramoho,30700,nzd,NZD,
2013,Median household income ($),Lower Aramoho,Lower Aramoho,37900,nzd,NZD,
2001,Median household income ($),Upper Aramoho,Upper Aramoho,27000,nzd,NZD,
2006,Median household income ($),Upper Aramoho,Upper Aramoho,33700,nzd,NZD,
2013,Median household income ($),Upper Aramoho,Upper Aramoho,38300,nzd,NZD,
2001,Median household income ($),Williams Domain,Williams Domain,26600,nzd,NZD,
2006,Median household income ($),Williams Domain,Williams Domain,33200,nzd,NZD,
2013,Median household income ($),Williams Domain,Williams Domain,34300,nzd,NZD,
2001,Median household income ($),Wembley Park,Wembley Park,26800,nzd,NZD,
2006,Median household income ($),Wembley Park,Wembley Park,35400,nzd,NZD,
2013,Median household income ($),Wembley Park,Wembley Park,38000,nzd,NZD,
2001,Median household income ($),Kowhai Park,Kowhai Park,26100,nzd,NZD,
2006,Median household income ($),Kowhai Park,Kowhai Park,31500,nzd,NZD,
2013,Median household income ($),Kowhai Park,Kowhai Park,34800,nzd,NZD,
2001,Median household income ($),Bastia Hill,Bastia Hill,45000,nzd,NZD,
2006,Median household income ($),Bastia Hill,Bastia Hill,57500,nzd,NZD,
2013,Median household income ($),Bastia Hill,Bastia Hill,72600,nzd,NZD,
2001,Median household income ($),Durie Hill,Durie Hill,33900,nzd,NZD,
2006,Median household income ($),Durie Hill,Durie Hill,41900,nzd,NZD,
2013,Median household income ($),Durie Hill,Durie Hill,56300,nzd,NZD,
2001,Median household income ($),Putiki,Putiki,27500,nzd,NZD,
2006,Median household income ($),Putiki,Putiki,44000,nzd,NZD,
2013,Median household income ($),Putiki,Putiki,50600,nzd,NZD,
2001,Median household income ($),Marybank-Gordon Park,Marybank-Gordon Park,44200,nzd,NZD,
2006,Median household income ($),Marybank-Gordon Park,Marybank-Gordon Park,55000,nzd,NZD,
2013,Median household income ($),Marybank-Gordon Park,Marybank-Gordon Park,65000,nzd,NZD,
2001,Median household income ($),Fordell-Kakatahi,Fordell-Kakatahi,41200,nzd,NZD,
2006,Median household income ($),Fordell-Kakatahi,Fordell-Kakatahi,52300,nzd,NZD,
2013,Median household income ($),Fordell-Kakatahi,Fordell-Kakatahi,55800,nzd,NZD,
2001,Median household income ($),Waiouru,Waiouru,48400,nzd,NZD,
2006,Median household income ($),Waiouru,Waiouru,60000,nzd,NZD,
2013,Median household income ($),Waiouru,Waiouru,68100,nzd,NZD,
2001,Median household income ($),Mangaweka,Mangaweka,29200,nzd,NZD,
2006,Median household income ($),Mangaweka,Mangaweka,24400,nzd,NZD,
2013,Median household income ($),Mangaweka,Mangaweka,38800,nzd,NZD,
2001,Median household income ($),Hunterville,Hunterville,23600,nzd,NZD,
2006,Median household income ($),Hunterville,Hunterville,28000,nzd,NZD,
2013,Median household income ($),Hunterville,Hunterville,36700,nzd,NZD,
2001,Median household income ($),Ratana Community,Ratana Community,28100,nzd,NZD,
2006,Median household income ($),Ratana Community,Ratana Community,46300,nzd,NZD,
2013,Median household income ($),Ratana Community,Ratana Community,38300,nzd,NZD,
2001,Median household income ($),Bulls,Bulls,36000,nzd,NZD,
2006,Median household income ($),Bulls,Bulls,42400,nzd,NZD,
2013,Median household income ($),Bulls,Bulls,49400,nzd,NZD,
2001,Median household income ($),Ngamatea,Ngamatea,60000,nzd,NZD,
2006,Median household income ($),Ngamatea,Ngamatea,75000,nzd,NZD,
2013,Median household income ($),Ngamatea,Ngamatea,110000,nzd,NZD,
2001,Median household income ($),Moawhango,Moawhango,44100,nzd,NZD,
2006,Median household income ($),Moawhango,Moawhango,56000,nzd,NZD,
2013,Median household income ($),Moawhango,Moawhango,59200,nzd,NZD,
2001,Median household income ($),Pohonui-Porewa,Pohonui-Porewa,39500,nzd,NZD,
2006,Median household income ($),Pohonui-Porewa,Pohonui-Porewa,50700,nzd,NZD,
2013,Median household income ($),Pohonui-Porewa,Pohonui-Porewa,57000,nzd,NZD,
2001,Median household income ($),Lake Alice,Lake Alice,38300,nzd,NZD,
2006,Median household income ($),Lake Alice,Lake Alice,49400,nzd,NZD,
2013,Median household income ($),Lake Alice,Lake Alice,60400,nzd,NZD,
2001,Median household income ($),Koitiata,Koitiata,18300,nzd,NZD,
2006,Median household income ($),Koitiata,Koitiata,35800,nzd,NZD,
2013,Median household income ($),Koitiata,Koitiata,41700,nzd,NZD,
2001,Median household income ($),Taihape,Taihape,28400,nzd,NZD,
2006,Median household income ($),Taihape,Taihape,38100,nzd,NZD,
2013,Median household income ($),Taihape,Taihape,47100,nzd,NZD,
2001,Median household income ($),Marton,Marton,27000,nzd,NZD,
2006,Median household income ($),Marton,Marton,31700,nzd,NZD,
2013,Median household income ($),Marton,Marton,39200,nzd,NZD,
2001,Median household income ($),Kiwitea,Kiwitea,38900,nzd,NZD,
2006,Median household income ($),Kiwitea,Kiwitea,47800,nzd,NZD,
2013,Median household income ($),Kiwitea,Kiwitea,55700,nzd,NZD,
2001,Median household income ($),Pohangina,Pohangina,46400,nzd,NZD,
2006,Median household income ($),Pohangina,Pohangina,59600,nzd,NZD,
2013,Median household income ($),Pohangina,Pohangina,72600,nzd,NZD,
2001,Median household income ($),Ashhurst,Ashhurst,38800,nzd,NZD,
2006,Median household income ($),Ashhurst,Ashhurst,46900,nzd,NZD,
2013,Median household income ($),Ashhurst,Ashhurst,60500,nzd,NZD,
2001,Median household income ($),Stoney Creek,Stoney Creek,45600,nzd,NZD,
2006,Median household income ($),Stoney Creek,Stoney Creek,60700,nzd,NZD,
2013,Median household income ($),Stoney Creek,Stoney Creek,82500,nzd,NZD,
2001,Median household income ($),Whakarongo,Whakarongo,49400,nzd,NZD,
2006,Median household income ($),Whakarongo,Whakarongo,68000,nzd,NZD,
2013,Median household income ($),Whakarongo,Whakarongo,84200,nzd,NZD,
2001,Median household income ($),Oroua Bridge,Oroua Bridge,40800,nzd,NZD,
2006,Median household income ($),Oroua Bridge,Oroua Bridge,52500,nzd,NZD,
2013,Median household income ($),Oroua Bridge,Oroua Bridge,67500,nzd,NZD,
2001,Median household income ($),Maewa,Maewa,60000,nzd,NZD,
2006,Median household income ($),Maewa,Maewa,59000,nzd,NZD,
2013,Median household income ($),Maewa,Maewa,77500,nzd,NZD,
2001,Median household income ($),Halcombe,Halcombe,41000,nzd,NZD,
2006,Median household income ($),Halcombe,Halcombe,53600,nzd,NZD,
2013,Median household income ($),Halcombe,Halcombe,66100,nzd,NZD,
